Product ID,Product Description,Level,Contract,Adv. Mon,From Mon,To Mon,Rate (%),Rate ($),Fixed
380,"Humana 2025 CT, PA, DC *",9,'Agency,1,6,6,0.00%,$31.92 ,N
380,"Humana 2025 CT, PA, DC *",9,'Agency,1,7,7,0.00%,$398.00 ,N
380,"Humana 2025 CT, PA, DC *",9,'Agency,1,8,12,0.00%,$0.00 ,N
380,"Humana 2025 CT, PA, DC *",9,'Agency,1,13,0,0.00%,$33.17 ,N
380,"Humana 2025 CT, PA, DC *",10,'Sales Leader,1,1,1,0.00%,$330.32 ,N
380,"Humana 2025 CT, PA, DC *",10,'Sales Leader,1,2,2,0.00%,$0.00 ,Y
380,"Humana 2025 CT, PA, DC *",10,'Sales Leader,1,3,3,0.00%,$27.53 ,N
380,"Humana 2025 CT, PA, DC *",10,'Sales Leader,1,4,4,0.00%,$330.32 ,N
380,"Humana 2025 CT, PA, DC *",10,'Sales Leader,1,5,5,0.00%,$0.00 ,Y
380,"Humana 2025 CT, PA, DC *",10,'Sales Leader,1,6,6,0.00%,$27.53 ,N
380,"Humana 2025 CT, PA, DC *",10,'Sales Leader,1,7,7,0.00%,$330.32 ,N
380,"Humana 2025 CT, PA, DC *",10,'Sales Leader,1,8,12,0.00%,$0.00 ,Y
380,"Humana 2025 CT, PA, DC *",10,'Sales Leader,1,13,0,0.00%,$27.53 ,N
380,"Humana 2025 CT, PA, DC *",16,'STREET0,1,1,1,0.00%,$353.00 ,N
